product_id,product_name,price,cogs,category_id
260,Product_260,390.25,248.85,1
261,Product_261,175.01,130.76,2
262,Product_262,431.88,75.54,3
263,Product_263,307.23,175.08,1
264,Product_264,241.49,19.41,2
265,Product_265,141.56,188.56,1
266,Product_266,197.57,74.68,5
267,Product_267,341.28,66.63,2
268,Product_268,115.95,227.07,1
269,Product_269,361.68,226.44,2
270,Product_270,64.05,112.15,1
271,Product_271,108.3,54.39,4
272,Product_272,343.03,144.08,3
273,Product_273,313.89,217.24,1
274,Product_274,92.06,170.47,1
275,Product_275,311.27,106.53,5
276,Product_276,192.88,72.3,2
277,Product_277,407.57,247.56,1
278,Product_278,454.17,175.19,2
279,Product_279,446.46,48.89,5
280,Product_280,429.55,202.26,2
281,Product_281,405.7,214.82,5
282,Product_282,164.38,180.53,4
283,Product_283,88.65,217.08,3
284,Product_284,207.92,71.4,3
285,Product_285,23.49,122.67,2
286,Product_286,352.04,200.01,5
287,Product_287,38.31,90.89,4
288,Product_288,29.66,54.15,4
289,Product_289,106.93,159.27,4
290,Product_290,487.27,244.15,5
291,Product_291,263.02,227.82,3
292,Product_292,349.44,118.03,1
293,Product_293,368.85,36.88,3
294,Product_294,63.44,39.35,2
295,Product_295,406.02,17.02,5
296,Product_296,246.84,214.03,5
297,Product_297,208.32,85.22,3
298,Product_298,496.5,246.02,3
299,Product_299,79.6,70.88,3
300,Product_300,170.54,176.85,2
301,Product_301,422.19,114.34,4
302,Product_302,416.57,194.73,3
303,Product_303,320.43,74.23,4
304,Product_304,204.47,195.64,5
305,Product_305,33.83,69.15,1
306,Product_306,162.55,64.78,3
307,Product_307,111.08,82.08,3
308,Product_308,163.07,227.78,1
309,Product_309,295.01,46.01,5
310,Product_310,372.83,186.94,3
311,Product_311,265.46,101.55,5
312,Product_312,394.45,30.0,5
313,Product_313,71.32,246.2,1
314,Product_314,326.96,130.52,4
315,Product_315,237.68,128.69,2
316,Product_316,121.93,216.35,5
317,Product_317,447.66,33.7,5
318,Product_318,372.46,165.7,2
319,Product_319,150.38,184.32,5
320,Product_320,247.36,167.21,5
321,Product_321,35.4,17.14,1
322,Product_322,97.18,126.88,2
323,Product_323,223.23,115.21,5
324,Product_324,52.4,57.42,3
325,Product_325,452.05,137.1,2
326,Product_326,428.39,126.69,3
327,Product_327,34.67,235.17,5
328,Product_328,185.96,126.03,5
329,Product_329,55.41,242.6,3
330,Product_330,313.74,5.59,5
331,Product_331,113.09,103.86,2
332,Product_332,235.89,208.55,5
333,Product_333,105.88,244.59,3
334,Product_334,102.22,148.99,3
335,Product_335,233.5,52.05,3
336,Product_336,267.58,91.01,5
337,Product_337,471.3,95.52,3
338,Product_338,56.26,191.05,3
339,Product_339,44.59,127.99,1
340,Product_340,116.94,190.65,5
341,Product_341,416.49,52.03,3
342,Product_342,345.82,182.22,2
343,Product_343,422.69,192.76,3
344,Product_344,120.94,165.7,3
345,Product_345,28.91,59.49,3
346,Product_346,379.23,198.91,2
347,Product_347,300.68,87.46,4
348,Product_348,272.22,95.4,3
349,Product_349,143.35,14.27,2
350,Product_350,183.36,95.45,3
351,Product_351,16.61,217.89,1
352,Product_352,22.22,68.73,2
353,Product_353,395.07,69.99,1
354,Product_354,195.72,52.02,1
355,Product_355,331.23,145.03,2
356,Product_356,410.32,59.15,5
357,Product_357,447.84,54.06,1
358,Product_358,159.23,223.12,3
359,Product_359,144.98,124.08,5
360,Product_360,205.01,161.31,1
361,Product_361,171.89,185.83,1
362,Product_362,459.9,38.56,1
363,Product_363,356.32,175.33,5
364,Product_364,439.42,117.95,5
365,Product_365,46.4,205.47,5
366,Product_366,274.27,127.79,2
367,Product_367,310.81,175.31,2
368,Product_368,466.57,102.47,3
369,Product_369,227.88,21.16,4
370,Product_370,420.57,158.28,2
371,Product_371,388.72,229.44,2
372,Product_372,49.51,63.71,3
373,Product_373,412.89,246.95,1
374,Product_374,366.23,33.83,5
375,Product_375,419.64,62.44,1
376,Product_376,323.62,175.62,2
377,Product_377,156.27,112.83,3
378,Product_378,401.04,75.84,1
379,Product_379,249.13,44.17,4
380,Product_380,198.87,220.72,2
381,Product_381,44.8,23.79,1
382,Product_382,403.37,77.07,4
383,Product_383,67.51,76.95,2
384,Product_384,302.67,194.58,1
385,Product_385,64.53,15.56,2
386,Product_386,189.3,238.85,2
387,Product_387,40.6,103.22,2
388,Product_388,162.62,210.27,2
389,Product_389,64.8,204.7,4
390,Product_390,102.21,35.22,5
391,Product_391,436.15,79.99,3
392,Product_392,344.78,138.01,3
393,Product_393,439.92,41.91,1
394,Product_394,207.39,237.23,5
395,Product_395,379.35,65.32,3
396,Product_396,12.67,204.63,1
397,Product_397,385.52,54.86,3
398,Product_398,435.76,209.44,4
399,Product_399,225.19,132.56,4
400,Product_400,31.21,171.89,3
401,Product_401,208.56,87.16,2
402,Product_402,286.34,138.22,5
403,Product_403,107.28,50.24,1
404,Product_404,170.19,16.52,3
405,Product_405,489.18,110.53,3
406,Product_406,174.39,222.13,1
407,Product_407,386.05,136.66,1
408,Product_408,261.26,169.58,2
409,Product_409,88.48,99.47,5
410,Product_410,279.18,30.9,2
411,Product_411,222.47,208.88,3
412,Product_412,456.96,153.11,2
413,Product_413,406.04,125.63,4
414,Product_414,67.48,135.64,2
415,Product_415,386.56,43.01,5
416,Product_416,342.66,116.64,4
417,Product_417,266.86,10.09,2
418,Product_418,224.5,60.08,3
419,Product_419,98.56,106.54,4
420,Product_420,400.42,19.88,2
421,Product_421,153.33,239.98,3
422,Product_422,176.28,77.07,5
423,Product_423,129.22,88.3,4
424,Product_424,236.88,73.52,3
425,Product_425,278.45,145.48,1
426,Product_426,483.52,142.3,1
427,Product_427,37.98,151.41,1
428,Product_428,162.96,132.94,5
429,Product_429,311.01,76.24,3
430,Product_430,203.13,126.15,1
431,Product_431,77.09,40.7,3
432,Product_432,495.65,129.42,2
433,Product_433,139.8,196.45,1
434,Product_434,17.49,15.52,4
435,Product_435,473.2,203.72,1
436,Product_436,470.8,168.14,1
437,Product_437,137.93,91.16,4
438,Product_438,329.46,221.26,2
439,Product_439,83.0,78.5,2
440,Product_440,68.77,113.91,5
441,Product_441,224.5,74.77,1
442,Product_442,274.14,69.21,3
443,Product_443,32.15,53.8,3
444,Product_444,61.73,129.76,5
445,Product_445,419.66,11.01,4
446,Product_446,93.31,166.86,3
447,Product_447,378.26,50.79,3
448,Product_448,309.15,214.11,1
449,Product_449,261.46,190.51,3
450,Product_450,70.41,138.64,4
451,Product_451,213.37,73.37,1
452,Product_452,120.6,167.65,3
453,Product_453,156.56,153.98,5
454,Product_454,486.45,52.83,3
455,Product_455,452.88,90.75,5
456,Product_456,95.19,161.12,2
457,Product_457,304.86,111.55,5
458,Product_458,130.38,67.32,5
459,Product_459,273.53,8.0,3
460,Product_460,194.16,16.3,1
461,Product_461,289.94,178.3,2
462,Product_462,483.08,75.85,5
463,Product_463,467.04,29.6,3
464,Product_464,249.52,174.19,1
465,Product_465,353.87,200.9,5
466,Product_466,283.2,22.59,5
467,Product_467,19.2,185.71,1
468,Product_468,320.94,131.34,4
469,Product_469,241.55,33.25,2
470,Product_470,72.02,240.49,5
471,Product_471,318.76,11.57,2
472,Product_472,462.92,133.2,5
473,Product_473,254.18,177.11,3
474,Product_474,160.72,57.38,3
475,Product_475,143.01,131.3,4
476,Product_476,108.91,88.67,3
477,Product_477,272.3,222.8,2
478,Product_478,411.02,144.03,3
479,Product_479,144.07,141.45,5
480,Product_480,303.65,128.15,2
481,Product_481,488.62,168.07,3
482,Product_482,50.71,20.61,4
483,Product_483,328.82,199.01,3
484,Product_484,129.59,11.87,1
485,Product_485,84.0,60.35,1
486,Product_486,278.98,106.96,5
487,Product_487,351.63,124.07,1
488,Product_488,43.18,173.0,1
489,Product_489,301.82,174.4,5
490,Product_490,69.89,76.92,4
491,Product_491,434.63,244.82,4
492,Product_492,185.95,70.79,5
493,Product_493,207.56,98.69,2
494,Product_494,206.3,128.0,4
495,Product_495,415.42,71.07,4
496,Product_496,444.31,114.86,3
497,Product_497,140.21,143.48,5
498,Product_498,487.31,14.19,2
499,Product_499,28.18,118.86,1
500,Product_500,332.08,98.3,4
501,Product_501,25.42,135.29,4
502,Product_502,199.56,185.86,5
503,Product_503,408.68,18.91,2
504,Product_504,205.46,76.78,5
505,Product_505,365.92,24.91,5
506,Product_506,163.98,185.63,4
507,Product_507,387.87,94.39,4
508,Product_508,41.45,127.31,5
509,Product_509,230.78,102.37,5
510,Product_510,27.19,130.07,3
511,Product_511,91.03,58.25,2
512,Product_512,320.88,9.57,2
513,Product_513,260.14,226.4,5
514,Product_514,156.93,144.85,4
515,Product_515,205.7,143.59,5
516,Product_516,289.37,217.99,1
517,Product_517,199.74,128.57,1
518,Product_518,257.54,138.06,2
519,Product_519,51.97,82.93,1
520,Product_520,182.94,198.94,3
521,Product_521,423.31,139.9,5
522,Product_522,436.87,110.04,4
523,Product_523,38.75,54.48,4
524,Product_524,462.21,248.56,2
525,Product_525,248.74,17.68,1
526,Product_526,383.83,61.87,4
527,Product_527,128.04,99.79,4
528,Product_528,278.42,221.91,4
529,Product_529,370.04,146.99,3
530,Product_530,245.94,200.84,5
531,Product_531,458.84,236.2,3
532,Product_532,433.13,157.61,2
533,Product_533,315.57,122.06,5
534,Product_534,460.74,168.99,5
535,Product_535,325.49,55.74,1
536,Product_536,145.86,136.49,2
537,Product_537,328.01,86.15,5
538,Product_538,153.36,98.26,2
539,Product_539,469.69,28.95,1
540,Product_540,386.16,159.68,1
541,Product_541,343.55,39.88,3
542,Product_542,350.51,146.65,4
543,Product_543,298.32,227.29,1
544,Product_544,46.26,130.79,1
545,Product_545,319.47,216.89,3
546,Product_546,237.43,106.39,3
547,Product_547,336.94,52.34,2
548,Product_548,234.14,46.94,3
549,Product_549,415.59,79.97,1
550,Product_550,188.77,133.14,4
551,Product_551,15.38,201.59,5
552,Product_552,372.75,105.14,5
553,Product_553,434.96,159.25,5
554,Product_554,13.78,59.02,1
555,Product_555,17.79,149.84,5
556,Product_556,81.63,60.45,2
557,Product_557,82.56,27.69,1
558,Product_558,351.4,124.71,2
559,Product_559,403.51,73.56,5
560,Product_560,474.62,164.1,4
561,Product_561,384.69,191.14,5
562,Product_562,102.62,57.49,3
563,Product_563,260.36,217.47,4
564,Product_564,49.46,191.64,5
565,Product_565,191.54,135.98,4
566,Product_566,141.12,214.31,3
567,Product_567,197.29,19.36,5
568,Product_568,94.67,100.88,3
569,Product_569,231.16,155.37,2
570,Product_570,297.16,72.39,2
571,Product_571,99.45,176.76,4
572,Product_572,31.99,86.06,5
573,Product_573,193.08,192.98,4
574,Product_574,118.26,60.32,3
575,Product_575,362.26,222.01,3
576,Product_576,39.17,206.42,4
577,Product_577,117.41,113.74,1
578,Product_578,396.88,105.2,1
579,Product_579,247.53,64.75,1
580,Product_580,329.12,173.93,5
581,Product_581,23.5,116.68,4
582,Product_582,66.73,103.83,3
583,Product_583,184.6,111.15,1
584,Product_584,467.28,192.45,3
585,Product_585,283.2,225.97,2
586,Product_586,52.38,103.78,3
587,Product_587,62.66,142.31,5
588,Product_588,481.05,195.41,3
589,Product_589,62.7,127.36,1
590,Product_590,400.53,104.49,1
591,Product_591,405.69,64.64,3
592,Product_592,424.59,55.79,5
593,Product_593,70.41,186.75,3
594,Product_594,219.09,225.99,2
595,Product_595,483.85,239.96,1
596,Product_596,18.65,125.87,2
597,Product_597,62.33,35.65,1
598,Product_598,227.52,175.86,1
599,Product_599,11.19,139.61,4
600,Product_600,13.83,13.42,2
601,Product_601,498.35,175.63,5
602,Product_602,291.93,47.3,2
603,Product_603,414.91,164.11,2
604,Product_604,322.53,138.18,1
605,Product_605,119.55,50.98,1
606,Product_606,60.38,125.09,2
607,Product_607,362.3,99.15,4
608,Product_608,51.93,96.51,4
609,Product_609,294.17,7.27,3
610,Product_610,388.46,134.69,2
611,Product_611,366.51,110.24,3
612,Product_612,295.64,170.0,3
613,Product_613,428.27,128.54,5
614,Product_614,474.75,88.24,5
615,Product_615,255.88,37.6,3
616,Product_616,102.67,225.29,4
617,Product_617,132.47,234.58,2
618,Product_618,482.41,104.13,1
619,Product_619,41.31,196.56,2
620,Product_620,333.54,218.18,3
621,Product_621,320.95,122.82,2
622,Product_622,14.55,228.49,1
623,Product_623,229.87,21.39,2
624,Product_624,72.85,112.71,4
625,Product_625,233.04,78.21,1
626,Product_626,364.49,123.27,1
627,Product_627,320.88,182.8,4
628,Product_628,357.01,204.02,4
629,Product_629,367.17,221.69,4
630,Product_630,473.0,73.78,4
631,Product_631,12.93,56.71,1
632,Product_632,453.64,192.13,1
633,Product_633,321.45,134.57,2
634,Product_634,485.86,80.08,1
635,Product_635,330.57,22.77,1
636,Product_636,167.11,218.87,1
637,Product_637,203.97,127.5,1
638,Product_638,488.85,13.94,3
639,Product_639,386.03,110.3,3
640,Product_640,296.12,136.76,3
641,Product_641,35.69,96.18,1
642,Product_642,127.2,164.91,2
643,Product_643,203.02,201.02,2
644,Product_644,355.83,31.06,1
645,Product_645,401.42,169.75,2
646,Product_646,283.43,128.13,4
647,Product_647,76.26,204.99,5
648,Product_648,394.73,108.74,4
649,Product_649,183.02,115.18,4
650,Product_650,370.27,60.88,5
651,Product_651,258.64,107.65,5
652,Product_652,486.09,244.29,3
653,Product_653,284.47,59.0,1
654,Product_654,184.32,136.23,2
655,Product_655,444.54,22.77,3
656,Product_656,103.47,134.71,5
657,Product_657,420.19,54.57,2
658,Product_658,445.97,9.96,4
659,Product_659,146.32,104.55,4
660,Product_660,372.28,123.05,4
661,Product_661,465.59,10.15,2
662,Product_662,391.93,41.3,5
663,Product_663,79.97,240.31,1
664,Product_664,395.05,71.93,1
665,Product_665,456.66,121.27,5
666,Product_666,312.82,182.46,1
667,Product_667,405.88,205.58,1
668,Product_668,113.12,48.4,3
669,Product_669,384.09,73.88,1
670,Product_670,262.36,30.66,3
671,Product_671,53.6,63.27,4
672,Product_672,326.04,234.01,1
673,Product_673,68.48,176.3,4
674,Product_674,107.38,116.11,2
675,Product_675,214.95,221.72,1
676,Product_676,424.0,245.28,4
677,Product_677,190.85,40.39,3
678,Product_678,173.62,43.62,2
679,Product_679,61.51,217.66,5
680,Product_680,273.0,103.64,1
681,Product_681,413.76,227.76,4
682,Product_682,377.32,125.77,1
683,Product_683,137.14,235.81,3
684,Product_684,441.82,225.54,1
685,Product_685,73.56,167.56,1
686,Product_686,205.12,152.17,3
687,Product_687,412.97,136.69,4
688,Product_688,256.29,119.61,1
689,Product_689,262.53,59.87,3
690,Product_690,189.59,191.0,1
691,Product_691,142.51,221.58,3
692,Product_692,357.33,67.69,2
693,Product_693,315.92,30.0,3
694,Product_694,379.91,10.83,3
695,Product_695,365.66,249.79,2
696,Product_696,216.2,53.21,4
697,Product_697,213.97,49.75,3
698,Product_698,163.92,16.37,5
699,Product_699,164.89,95.01,5
700,Product_700,277.16,114.19,4
701,Product_701,476.03,28.92,5
702,Product_702,406.44,200.77,5
703,Product_703,58.97,77.49,1
704,Product_704,115.4,111.94,5
705,Product_705,326.74,175.95,2
706,Product_706,148.35,38.19,2
707,Product_707,440.74,164.81,1
708,Product_708,425.99,193.85,3
709,Product_709,182.19,6.56,4
710,Product_710,474.22,182.95,3
711,Product_711,401.0,134.35,4
712,Product_712,340.47,11.42,4
713,Product_713,485.88,151.35,4
714,Product_714,21.72,129.78,2
715,Product_715,203.27,196.48,1
716,Product_716,494.01,114.55,4
717,Product_717,180.27,89.16,1
718,Product_718,236.73,63.2,4
719,Product_719,345.13,203.59,4
720,Product_720,365.26,173.31,3
721,Product_721,496.99,96.14,3
722,Product_722,373.64,8.89,2
723,Product_723,158.09,8.32,5
724,Product_724,342.35,145.39,3
725,Product_725,388.81,200.78,2
726,Product_726,264.26,99.94,4
727,Product_727,62.52,136.76,3
728,Product_728,464.74,145.49,2
729,Product_729,182.06,33.44,2
730,Product_730,458.1,75.74,2
731,Product_731,397.41,15.4,4
732,Product_732,71.96,50.35,5
733,Product_733,113.59,141.21,4
734,Product_734,63.13,139.19,2
735,Product_735,45.26,100.52,5
736,Product_736,34.15,128.87,1
737,Product_737,457.95,16.24,1
738,Product_738,62.11,238.94,4
739,Product_739,82.0,179.07,3
740,Product_740,239.26,79.1,4
741,Product_741,144.9,127.09,3
742,Product_742,422.47,148.49,2
743,Product_743,401.63,81.86,4
744,Product_744,58.26,39.33,1
745,Product_745,438.71,83.96,3
746,Product_746,212.8,230.42,2
747,Product_747,249.6,234.24,2
748,Product_748,487.65,204.16,3
749,Product_749,387.08,48.95,3
750,Product_750,301.15,46.28,3
751,Product_751,199.55,139.01,2
752,Product_752,395.64,24.48,2
753,Product_753,97.24,129.77,3
754,Product_754,31.91,86.49,5
755,Product_755,39.28,87.91,2
756,Product_756,147.75,69.85,4
757,Product_757,397.45,94.18,1
758,Product_758,97.8,74.77,1
759,Product_759,86.2,9.61,5
760,Product_760,251.08,76.35,1
761,Product_761,348.91,7.2,2
762,Product_762,43.56,50.94,4
763,Product_763,289.76,66.32,3
764,Product_764,117.2,70.77,4
765,Product_765,109.26,81.31,5
766,Product_766,86.51,78.5,1
767,Product_767,32.33,79.84,2
768,Product_768,69.12,91.55,5
769,Product_769,311.84,171.14,3
770,Product_770,372.75,154.64,4
771,Product_771,457.56,85.32,5
772,Product_772,114.71,221.87,2
773,Product_773,233.13,42.6,5
774,Product_774,311.3,170.12,3
775,Product_775,470.86,51.51,1
776,Product_776,73.02,244.69,2
777,Product_777,151.36,39.57,4
778,Product_778,405.16,22.93,5
779,Product_779,440.14,137.97,5
780,Product_780,385.12,30.8,2
781,Product_781,94.48,102.74,3
782,Product_782,372.87,169.45,4
783,Product_783,88.62,143.65,1
784,Product_784,69.6,107.26,1
785,Product_785,381.14,35.53,5
786,Product_786,30.54,39.89,4
787,Product_787,338.15,55.68,3
788,Product_788,451.99,157.93,2
789,Product_789,20.24,242.18,1
790,Product_790,405.74,23.55,1
791,Product_791,316.36,232.9,3
792,Product_792,37.71,174.32,4
793,Product_793,43.49,148.69,1
794,Product_794,115.54,184.05,5
795,Product_795,113.04,162.67,5
796,Product_796,463.61,220.6,5
797,Product_797,443.42,98.7,2
798,Product_798,139.58,19.31,4
799,Product_799,298.48,62.05,4
800,Product_800,120.09,60.37,2
