order_id,order_date,customer_id,order_status,product_id,seller_id
306,2024-03-22,250,Pending,30,7
307,2024-03-19,546,Shipped,617,1
308,2024-03-28,38,Pending,434,3
309,2024-01-07,282,Shipped,69,6
310,2024-01-13,577,Shipped,713,3
311,2024-03-10,291,Shipped,475,6
312,2024-02-16,328,Cancelled,301,3
313,2024-03-09,606,Cancelled,708,4
314,2024-03-27,26,Delivered,503,8
315,2024-01-21,573,Cancelled,558,4
316,2024-03-20,104,Cancelled,4,2
317,2024-03-26,598,Delivered,411,2
318,2024-02-01,512,Delivered,641,3
319,2024-01-17,318,Shipped,725,4
320,2024-01-27,292,Delivered,394,2
321,2024-03-30,366,Cancelled,714,6
322,2024-03-28,227,Shipped,646,4
323,2024-01-26,655,Shipped,620,2
324,2024-02-12,370,Shipped,331,5
325,2024-01-28,137,Delivered,19,2
326,2024-01-22,221,Shipped,313,2
327,2024-03-16,744,Cancelled,490,1
328,2024-01-28,214,Delivered,246,2
329,2024-03-03,153,Shipped,768,3
330,2024-01-19,53,Shipped,642,6
331,2024-03-22,665,Delivered,379,7
332,2024-03-25,3,Cancelled,244,2
333,2024-03-22,82,Pending,671,5
334,2024-02-13,124,Delivered,186,7
335,2024-03-15,362,Shipped,751,9
336,2024-03-21,259,Shipped,774,6
337,2024-03-27,97,Shipped,27,9
338,2024-02-02,607,Cancelled,731,1
339,2024-01-14,174,Pending,181,7
340,2024-03-24,799,Delivered,719,1
341,2024-01-13,562,Cancelled,149,4
342,2024-03-23,595,Shipped,790,8
343,2024-02-14,567,Shipped,270,9
344,2024-01-13,391,Cancelled,295,1
345,2024-03-25,615,Shipped,145,8
346,2024-01-03,298,Pending,625,7
347,2024-01-05,178,Cancelled,149,9
348,2024-03-07,596,Shipped,221,5
349,2024-02-07,153,Pending,756,7
350,2024-01-23,505,Delivered,92,6
351,2024-01-24,271,Pending,751,8
352,2024-02-08,132,Pending,748,9
353,2024-02-20,21,Cancelled,596,4
354,2024-02-23,353,Cancelled,203,7
355,2024-02-21,512,Pending,636,6
356,2024-03-23,200,Pending,691,7
357,2024-03-26,702,Shipped,140,6
358,2024-02-06,665,Delivered,712,8
359,2024-02-06,196,Cancelled,406,3
360,2024-03-18,136,Pending,772,7
361,2024-02-15,125,Cancelled,114,8
362,2024-02-01,131,Delivered,353,8
363,2024-02-26,526,Shipped,653,6
364,2024-02-06,82,Cancelled,466,8
365,2024-03-14,769,Delivered,340,2
366,2024-01-30,519,Cancelled,18,6
367,2024-03-09,4,Shipped,646,1
368,2024-03-04,474,Delivered,117,4
369,2024-03-26,796,Cancelled,108,1
370,2024-03-05,417,Pending,95,7
371,2024-03-10,10,Delivered,545,9
372,2024-01-04,532,Pending,746,5
373,2024-03-22,290,Shipped,382,8
374,2024-01-22,67,Delivered,280,1
375,2024-01-03,664,Delivered,698,6
376,2024-01-04,720,Delivered,510,2
377,2024-01-05,488,Cancelled,303,6
378,2024-02-20,237,Shipped,283,9
379,2024-01-13,63,Cancelled,655,5
380,2024-02-11,186,Cancelled,427,1
381,2024-03-17,586,Pending,280,3
382,2024-01-06,500,Pending,734,3
383,2024-01-02,50,Delivered,143,6
384,2024-03-09,125,Shipped,665,3
385,2024-02-18,698,Delivered,107,1
386,2024-03-05,759,Delivered,596,8
387,2024-03-26,311,Cancelled,73,3
388,2024-01-25,768,Delivered,431,8
389,2024-03-08,301,Shipped,316,5
390,2024-02-02,491,Cancelled,181,6
391,2024-01-19,63,Delivered,593,6
392,2024-01-22,585,Delivered,60,4
393,2024-01-20,156,Pending,305,9
394,2024-01-14,155,Shipped,414,1
395,2024-01-05,156,Delivered,31,4
396,2024-02-17,529,Cancelled,243,1
397,2024-02-21,532,Pending,771,6
398,2024-01-07,254,Cancelled,244,2
399,2024-01-04,18,Pending,557,4
400,2024-03-20,402,Pending,394,4
401,2024-01-08,388,Shipped,456,9
402,2024-03-06,138,Cancelled,620,3
403,2024-01-13,427,Cancelled,258,7
404,2024-02-04,651,Shipped,716,3
405,2024-02-02,752,Cancelled,35,3
406,2024-01-07,677,Delivered,514,9
407,2024-02-08,356,Pending,144,5
408,2024-02-12,620,Pending,246,4
409,2024-03-27,63,Pending,68,2
410,2024-01-10,253,Pending,779,1
411,2024-03-15,158,Pending,429,4
412,2024-01-05,55,Delivered,411,1
413,2024-03-05,518,Delivered,785,5
414,2024-01-15,356,Delivered,783,2
415,2024-02-12,500,Shipped,145,8
416,2024-01-05,744,Pending,572,4
417,2024-01-07,13,Pending,415,8
418,2024-01-12,777,Delivered,312,1
419,2024-01-17,418,Shipped,628,1
420,2024-01-30,411,Delivered,236,2
421,2024-02-10,313,Cancelled,549,4
422,2024-03-29,676,Cancelled,267,1
423,2024-01-22,105,Delivered,253,6
424,2024-01-05,568,Cancelled,60,7
425,2024-02-03,344,Shipped,41,9
426,2024-02-18,575,Cancelled,588,8
427,2024-03-24,425,Shipped,189,6
428,2024-03-09,495,Cancelled,687,1
429,2024-02-19,447,Delivered,765,1
430,2024-03-29,377,Delivered,219,6
431,2024-01-15,109,Pending,340,7
432,2024-01-29,4,Pending,764,8
433,2024-02-26,451,Shipped,586,1
434,2024-02-29,765,Delivered,425,4
435,2024-01-14,797,Cancelled,148,8
436,2024-02-02,308,Cancelled,566,1
437,2024-02-04,770,Shipped,196,1
438,2024-01-17,7,Pending,729,9
439,2024-01-17,365,Pending,302,3
440,2024-02-11,277,Cancelled,546,4
441,2024-03-01,658,Delivered,739,8
442,2024-03-14,538,Delivered,580,4
443,2024-02-05,545,Shipped,554,7
444,2024-01-06,179,Cancelled,126,4
445,2024-01-29,643,Delivered,151,6
446,2024-01-28,708,Shipped,167,1
447,2024-03-15,790,Pending,572,3
448,2024-02-06,211,Delivered,711,2
449,2024-01-07,167,Delivered,199,1
450,2024-02-25,140,Pending,380,6
451,2024-01-07,486,Shipped,616,5
452,2024-01-05,205,Shipped,158,8
453,2024-02-01,166,Pending,492,4
454,2024-01-12,314,Cancelled,708,8
455,2024-01-13,307,Shipped,644,2
456,2024-01-29,580,Cancelled,507,6
457,2024-03-10,147,Delivered,536,4
458,2024-03-22,592,Delivered,209,8
459,2024-02-02,616,Pending,716,6
460,2024-01-08,501,Delivered,259,8
461,2024-03-25,731,Pending,407,4
462,2024-02-26,359,Pending,177,4
463,2024-02-06,501,Delivered,87,3
464,2024-03-25,140,Cancelled,262,9
465,2024-01-26,735,Cancelled,674,5
466,2024-01-10,152,Cancelled,704,9
467,2024-03-31,551,Shipped,554,6
468,2024-02-22,365,Delivered,555,3
469,2024-02-27,645,Cancelled,568,2
470,2024-03-07,599,Pending,424,5
471,2024-03-21,347,Shipped,697,6
472,2024-01-25,444,Cancelled,758,9
473,2024-02-09,41,Delivered,257,9
474,2024-02-12,323,Pending,82,5
475,2024-01-12,455,Pending,81,6
476,2024-03-24,416,Pending,51,8
477,2024-01-06,315,Pending,747,1
478,2024-01-09,315,Pending,644,7
479,2024-03-12,629,Delivered,493,3
480,2024-02-06,336,Cancelled,39,8
481,2024-02-29,665,Cancelled,533,8
482,2024-03-18,761,Cancelled,587,4
483,2024-02-16,222,Shipped,289,9
484,2024-03-02,241,Cancelled,457,4
485,2024-02-10,460,Pending,275,9
486,2024-01-14,166,Cancelled,249,1
487,2024-03-30,169,Pending,364,9
488,2024-03-23,351,Pending,544,4
489,2024-01-28,374,Shipped,292,4
490,2024-01-27,374,Shipped,737,5
491,2024-01-11,143,Pending,10,9
492,2024-01-12,62,Pending,244,2
493,2024-02-20,494,Delivered,563,2
494,2024-03-13,468,Pending,398,2
495,2024-03-03,663,Pending,591,2
496,2024-01-21,575,Cancelled,689,1
497,2024-03-25,791,Delivered,129,8
498,2024-01-18,26,Delivered,337,2
499,2024-02-09,795,Shipped,165,6
500,2024-01-09,740,Shipped,269,7
501,2024-01-07,371,Pending,586,1
502,2024-02-11,608,Cancelled,245,9
503,2024-03-14,412,Delivered,426,1
504,2024-02-27,743,Cancelled,26,8
505,2024-03-20,329,Shipped,365,9
506,2024-01-25,387,Cancelled,165,2
507,2024-02-02,498,Shipped,266,9
508,2024-03-11,740,Delivered,792,4
509,2024-02-26,149,Pending,668,7
510,2024-02-23,621,Pending,701,4
511,2024-03-21,159,Cancelled,551,4
512,2024-02-04,183,Shipped,526,8
513,2024-03-05,475,Pending,261,7
514,2024-02-16,57,Pending,345,6
515,2024-02-24,134,Delivered,142,1
516,2024-03-11,781,Delivered,41,1
517,2024-03-19,625,Delivered,541,9
518,2024-02-13,741,Delivered,528,2
519,2024-03-06,58,Shipped,514,1
520,2024-03-21,132,Pending,271,3
521,2024-03-07,581,Delivered,272,3
522,2024-01-17,254,Shipped,12,6
523,2024-01-11,762,Shipped,787,7
524,2024-01-28,19,Shipped,268,9
525,2024-03-10,706,Pending,637,2
526,2024-01-20,570,Delivered,714,7
527,2024-03-21,546,Shipped,11,5
528,2024-02-06,127,Shipped,699,5
529,2024-01-30,464,Shipped,17,8
530,2024-02-14,287,Cancelled,740,1
531,2024-03-19,609,Pending,609,3
532,2024-01-20,306,Cancelled,645,3
533,2024-03-17,348,Cancelled,137,7
534,2024-03-23,523,Pending,203,9
535,2024-02-27,378,Pending,171,8
536,2024-01-23,199,Delivered,722,4
537,2024-03-14,668,Pending,131,9
538,2024-01-06,157,Cancelled,328,5
539,2024-02-20,623,Shipped,235,1
540,2024-03-02,289,Delivered,271,8
541,2024-02-05,42,Cancelled,599,5
542,2024-01-25,373,Shipped,425,4
543,2024-02-10,385,Shipped,121,8
544,2024-02-20,467,Pending,237,7
545,2024-02-17,603,Cancelled,233,4
546,2024-02-09,677,Shipped,526,7
547,2024-03-23,392,Pending,50,4
548,2024-03-25,363,Delivered,527,9
549,2024-03-02,565,Delivered,103,1
550,2024-01-16,738,Delivered,215,7
551,2024-01-04,320,Delivered,760,4
552,2024-03-04,26,Cancelled,227,8
553,2024-03-23,594,Cancelled,47,8
554,2024-02-27,30,Cancelled,112,1
555,2024-02-24,563,Shipped,39,8
556,2024-01-12,346,Shipped,717,7
557,2024-02-22,380,Pending,691,8
558,2024-02-13,430,Cancelled,772,7
559,2024-01-26,524,Cancelled,332,5
560,2024-01-20,124,Delivered,689,9
561,2024-02-06,656,Shipped,687,4
562,2024-02-08,304,Pending,101,6
563,2024-02-07,101,Cancelled,535,7
564,2024-02-09,227,Pending,86,9
565,2024-01-21,465,Cancelled,487,2
566,2024-01-14,585,Shipped,314,1
567,2024-01-30,709,Pending,306,4
568,2024-02-21,755,Shipped,227,2
569,2024-03-07,775,Delivered,543,9
570,2024-03-25,280,Pending,464,2
571,2024-03-28,780,Shipped,244,7
572,2024-01-28,120,Shipped,166,2
573,2024-01-03,263,Shipped,123,6
574,2024-03-11,3,Shipped,774,6
575,2024-01-31,582,Delivered,393,5
576,2024-01-29,613,Delivered,337,8
577,2024-02-06,699,Delivered,422,5
578,2024-01-16,466,Cancelled,659,6
579,2024-02-04,531,Shipped,757,9
580,2024-01-20,213,Delivered,711,3
581,2024-01-16,637,Delivered,425,7
582,2024-01-19,161,Shipped,415,5
583,2024-02-25,788,Shipped,766,9
584,2024-02-19,633,Pending,454,4
585,2024-01-05,211,Shipped,223,3
586,2024-01-18,380,Pending,304,7
587,2024-02-09,464,Cancelled,284,3
588,2024-02-04,510,Cancelled,693,6
589,2024-03-12,2,Delivered,294,6
590,2024-01-01,224,Shipped,452,9
591,2024-01-20,568,Delivered,50,9
592,2024-03-10,304,Cancelled,455,9
593,2024-03-25,655,Pending,273,7
594,2024-01-16,53,Shipped,653,1
595,2024-03-27,110,Delivered,436,4
596,2024-01-10,460,Delivered,764,7
597,2024-03-07,462,Pending,553,3
598,2024-03-12,133,Cancelled,325,7
599,2024-02-03,272,Pending,63,4
600,2024-02-17,556,Shipped,57,8
601,2024-01-11,591,Shipped,342,4
602,2024-03-14,792,Shipped,1,6
603,2024-01-11,486,Pending,741,9
604,2024-02-07,584,Shipped,508,7
605,2024-01-20,152,Cancelled,49,1
606,2024-03-04,654,Delivered,122,9
607,2024-03-03,798,Shipped,522,8
608,2024-01-14,66,Cancelled,488,9
609,2024-03-24,75,Cancelled,608,6
610,2024-03-28,492,Shipped,472,3
611,2024-01-22,345,Shipped,555,6
612,2024-01-29,524,Cancelled,377,6
613,2024-01-22,253,Shipped,146,4
614,2024-02-28,242,Shipped,393,7
615,2024-01-30,455,Pending,65,1
616,2024-03-07,686,Shipped,435,4
617,2024-01-13,532,Cancelled,77,7
618,2024-02-19,250,Cancelled,344,5
619,2024-02-08,321,Shipped,109,8
620,2024-02-01,449,Delivered,599,7
621,2024-02-03,743,Pending,560,4
622,2024-03-09,40,Shipped,479,2
623,2024-03-20,491,Shipped,13,8
624,2024-02-21,34,Shipped,784,6
625,2024-02-20,141,Pending,455,2
626,2024-01-18,332,Delivered,723,1
627,2024-01-06,424,Delivered,69,2
628,2024-02-14,259,Cancelled,413,5
629,2024-03-21,515,Cancelled,419,2
630,2024-02-13,289,Shipped,624,7
631,2024-03-01,179,Shipped,269,7
632,2024-03-17,220,Shipped,486,2
633,2024-03-13,112,Shipped,68,8
634,2024-02-02,486,Pending,446,3
635,2024-03-27,587,Cancelled,399,4
636,2024-01-14,707,Shipped,245,6
637,2024-01-07,612,Pending,492,8
638,2024-02-27,656,Shipped,85,3
639,2024-01-12,478,Pending,234,6
640,2024-02-11,26,Delivered,154,4
641,2024-02-19,646,Delivered,527,8
642,2024-03-13,87,Cancelled,793,3
643,2024-01-09,359,Cancelled,112,2
644,2024-03-20,531,Cancelled,543,7
645,2024-01-25,445,Shipped,462,6
646,2024-03-09,90,Delivered,662,7
647,2024-01-27,314,Cancelled,383,2
648,2024-03-05,179,Delivered,437,3
649,2024-02-04,9,Pending,690,3
650,2024-03-28,195,Pending,217,1
651,2024-01-18,748,Pending,2,2
652,2024-02-12,449,Cancelled,279,5
653,2024-02-11,300,Delivered,760,1
654,2024-01-21,435,Shipped,772,5
655,2024-03-12,646,Shipped,163,4
656,2024-02-19,578,Shipped,352,6
657,2024-03-25,585,Pending,629,3
658,2024-02-22,302,Shipped,404,5
659,2024-02-29,471,Cancelled,402,9
660,2024-01-17,25,Cancelled,642,9
661,2024-01-01,485,Pending,296,9
662,2024-01-06,142,Cancelled,180,6
663,2024-03-15,146,Cancelled,58,3
664,2024-02-25,508,Shipped,736,4
665,2024-01-04,240,Shipped,123,3
666,2024-03-25,481,Pending,555,4
667,2024-02-29,752,Shipped,53,2
668,2024-01-01,425,Delivered,494,5
669,2024-01-15,777,Pending,782,4
670,2024-02-20,577,Delivered,505,2
671,2024-02-25,657,Pending,125,1
672,2024-02-08,243,Delivered,147,3
673,2024-03-07,334,Shipped,714,7
674,2024-03-22,243,Delivered,593,1
675,2024-01-12,378,Shipped,294,5
676,2024-03-26,568,Pending,234,6
677,2024-01-22,420,Pending,442,1
678,2024-02-24,764,Cancelled,267,3
679,2024-01-16,124,Cancelled,431,5
680,2024-01-20,615,Shipped,122,8
681,2024-01-28,238,Pending,747,4
682,2024-01-10,46,Cancelled,731,6
683,2024-01-03,697,Pending,734,5
684,2024-02-02,692,Delivered,363,4
685,2024-03-19,87,Cancelled,595,2
686,2024-03-12,392,Shipped,118,7
687,2024-02-04,369,Pending,70,3
688,2024-03-31,50,Delivered,700,4
689,2024-02-17,638,Pending,86,5
690,2024-01-14,482,Shipped,375,1
691,2024-02-02,51,Cancelled,308,4
692,2024-03-06,126,Pending,796,3
693,2024-01-29,327,Shipped,252,2
694,2024-01-25,568,Cancelled,701,1
695,2024-03-29,89,Shipped,43,9
696,2024-03-10,53,Shipped,339,1
697,2024-01-12,630,Pending,1,4
