order_item_id,order_id,product_id,quantity,price_per_unit,total_price
61,762,406,1,236.97,236.97
62,390,423,1,458.7,458.7
63,423,253,2,288.6,577.2
64,259,205,2,113.22,226.44
65,253,671,3,27.4,82.19999999999999
66,752,557,4,210.78,843.12
67,432,13,3,180.9,542.7
68,283,423,1,33.64,33.64
69,728,248,2,263.19,526.38
70,770,165,1,388.14,388.14
71,586,290,4,132.27,529.08
72,80,701,2,108.17,216.34
73,612,708,5,44.29,221.45
74,25,595,4,89.53,358.12
75,511,615,5,275.02,1375.1
76,777,552,1,98.09,98.09
77,132,669,1,79.45,79.45
78,371,431,5,353.1,1765.5
79,627,623,5,82.08,410.4
80,225,174,3,15.75,47.25
81,607,300,4,481.49,1925.96
82,228,565,1,363.83,363.83
83,433,178,1,240.83,240.83
84,8,167,5,287.3,1436.5
85,367,766,1,56.88,56.88
86,786,663,5,495.24,2476.2
87,629,469,1,329.7,329.7
88,745,747,1,20.37,20.37
89,289,609,2,283.95,567.9
90,310,128,5,200.06,1000.3
91,361,468,1,274.43,274.43
92,15,166,2,42.44,84.88
93,403,726,2,65.81,131.62
94,618,383,1,226.24,226.24
95,338,96,1,343.5,343.5
96,555,196,1,107.28,107.28
97,545,800,2,302.7,605.4
98,348,350,4,166.76,667.04
99,166,65,1,273.96,273.96
100,137,750,2,167.42,334.84
101,399,305,5,166.96,834.8000000000001
102,229,675,3,385.53,1156.59
103,136,647,3,49.87,149.60999999999999
104,636,466,5,200.7,1003.5
105,631,270,4,108.58,434.32
106,73,786,5,145.37,726.85
107,614,536,4,94.42,377.68
108,733,709,5,193.28,966.4
109,200,797,5,93.19,465.95
110,215,333,5,222.72,1113.6
111,406,698,4,82.12,328.48
112,415,666,2,189.39,378.78
113,182,302,3,240.84,722.52
114,260,441,1,302.43,302.43
115,636,605,1,176.84,176.84
116,615,378,1,442.94,442.94
117,646,56,5,61.55,307.75
118,576,453,5,12.31,61.550000000000004
119,564,230,5,273.79,1368.95
120,552,767,2,166.94,333.88
121,571,11,3,469.03,1407.09
122,730,561,3,244.92,734.76
123,308,218,1,121.93,121.93
124,146,616,5,162.07,810.3499999999999
125,519,408,4,84.05,336.2
126,609,591,5,204.13,1020.65
127,502,355,2,240.17,480.34
128,275,334,4,186.14,744.56
129,509,691,4,102.29,409.16
130,306,141,1,57.47,57.47
131,528,418,3,414.56,1243.68
132,460,502,4,54.13,216.52
133,627,630,4,255.72,1022.88
134,173,362,2,276.38,552.76
135,601,349,3,497.99,1493.97
136,320,468,3,447.14,1341.42
137,557,684,3,138.66,415.98
138,629,315,1,404.26,404.26
139,67,418,5,453.73,2268.65
140,656,611,2,318.95,637.9
141,198,141,5,130.01,650.05
142,139,653,3,424.79,1274.3700000000001
143,687,60,3,265.23,795.69
144,15,636,3,359.95,1079.85
145,295,166,4,142.46,569.84
146,21,145,2,276.03,552.06
147,374,48,1,248.87,248.87
148,684,481,4,347.3,1389.2
149,728,238,2,68.26,136.52
150,732,148,3,304.67,914.01
151,356,430,1,304.7,304.7
152,107,654,5,348.23,1741.15
153,142,62,3,314.93,944.79
154,597,745,3,242.29,726.87
155,105,778,2,466.57,933.14
156,504,171,1,81.11,81.11
157,3,680,5,294.5,1472.5
158,9,532,3,494.28,1482.84
159,569,396,1,347.09,347.09
160,125,20,2,15.67,31.34
161,715,19,3,386.48,1159.44
162,99,628,3,144.95,434.84999999999997
163,723,324,2,250.16,500.32
164,478,306,3,99.41,298.23
165,595,447,5,158.94,794.7
166,130,436,5,258.25,1291.25
167,436,716,5,68.7,343.5
168,378,509,5,425.82,2129.1
169,791,239,3,430.4,1291.1999999999998
170,298,625,2,41.94,83.88
171,365,54,5,374.9,1874.5
172,15,215,5,477.9,2389.5
173,324,579,2,365.79,731.58
174,14,36,5,99.74,498.7
175,134,505,2,120.82,241.64
176,606,599,1,319.71,319.71
177,528,198,1,301.29,301.29
178,541,471,4,463.5,1854.0
179,306,69,2,364.52,729.04
180,147,674,4,359.04,1436.16
181,408,390,1,61.41,61.41
182,449,94,2,439.27,878.54
183,402,295,2,394.78,789.56
184,26,597,4,334.51,1338.04
185,623,37,3,274.16,822.48
186,497,407,5,416.34,2081.7
187,555,535,2,484.53,969.06
188,296,65,2,132.2,264.4
189,608,172,5,447.98,2239.9
190,705,177,3,424.95,1274.85
191,505,176,2,147.05,294.1
192,177,377,4,151.38,605.52
193,157,5,1,489.31,489.31
194,608,339,2,439.18,878.36
195,685,139,4,240.82,963.28
196,683,65,1,467.38,467.38
197,434,320,2,123.86,247.72
198,27,536,3,28.02,84.06
199,362,454,2,148.38,296.76
200,279,245,3,248.75,746.25
201,28,498,1,45.56,45.56
202,752,550,2,217.19,434.38
203,292,687,2,104.72,209.44
204,140,322,4,166.85,667.4
205,775,156,3,292.53,877.5899999999999
206,111,577,1,293.14,293.14
207,792,718,5,174.44,872.2
208,370,635,4,441.78,1767.12
209,705,154,3,446.56,1339.68
210,157,200,5,276.61,1383.0500000000002
211,790,31,5,117.89,589.45
212,305,347,4,99.78,399.12
213,388,490,3,422.84,1268.52
214,251,209,2,487.5,975.0
215,661,294,2,478.02,956.04
216,134,578,1,430.89,430.89
217,798,170,2,65.32,130.64
218,335,107,1,148.44,148.44
219,41,401,1,23.15,23.15
220,116,735,3,478.72,1436.16
221,282,508,4,295.25,1181.0
222,245,717,5,264.7,1323.5
223,81,419,2,394.28,788.56
224,195,441,1,419.61,419.61
225,514,650,1,245.19,245.19
226,540,779,1,435.04,435.04
227,526,248,2,203.68,407.36
228,718,477,4,118.27,473.08
229,744,144,3,231.38,694.14
230,675,212,3,487.82,1463.46
231,117,775,1,132.82,132.82
232,378,12,1,407.43,407.43
233,729,152,2,52.03,104.06
234,112,200,5,361.84,1809.1999999999998
235,244,184,2,59.95,119.9
236,422,41,5,22.51,112.55000000000001
237,335,792,2,298.67,597.34
238,141,504,5,278.52,1392.6
239,485,660,1,410.6,410.6
240,630,786,1,209.3,209.3
241,536,460,2,241.97,483.94
242,568,592,4,231.02,924.08
243,77,167,5,17.72,88.6
244,306,58,4,51.72,206.88
245,256,106,1,358.12,358.12
246,556,239,3,32.65,97.94999999999999
247,21,661,4,379.1,1516.4
248,403,517,3,92.78,278.34000000000003
249,486,262,5,265.37,1326.85
250,252,612,2,149.64,299.28
251,98,629,3,360.35,1081.0500000000002
252,356,560,3,204.62,613.86
253,682,727,1,414.16,414.16
254,687,11,4,351.25,1405.0
255,200,430,5,343.91,1719.5500000000002
256,302,691,1,160.82,160.82
257,537,433,4,334.69,1338.76
258,655,466,4,139.1,556.4
259,637,657,1,256.76,256.76
260,361,257,3,460.52,1381.56
261,648,768,2,454.57,909.14
262,508,398,3,249.79,749.37
263,97,311,2,273.34,546.68
264,475,325,5,316.45,1582.25
265,439,486,1,357.33,357.33
266,30,128,3,405.57,1216.71
267,415,26,2,353.64,707.28
268,638,7,3,337.5,1012.5
269,733,175,5,24.18,120.9
270,422,657,2,423.13,846.26
271,395,703,2,128.61,257.22
272,267,144,2,149.75,299.5
273,258,748,4,388.5,1554.0
274,512,577,2,169.21,338.42
275,795,598,3,476.23,1428.69
276,555,60,2,408.23,816.46
277,306,132,4,396.38,1585.52
278,331,395,4,459.2,1836.8
279,567,74,1,393.23,393.23
280,713,354,1,207.35,207.35
281,144,512,4,18.68,74.72
282,701,481,1,34.99,34.99
283,123,244,5,257.81,1289.05
284,320,106,2,265.44,530.88
285,388,224,4,343.63,1374.52
286,643,446,3,322.07,966.21
287,498,670,3,470.4,1411.1999999999998
288,520,19,5,133.38,666.9
289,601,653,1,411.5,411.5
290,447,243,2,391.22,782.44
291,302,133,4,438.92,1755.68
292,283,284,2,29.5,59.0
293,683,470,5,427.29,2136.4500000000003
294,644,525,1,285.11,285.11
295,213,457,2,18.58,37.16
296,119,289,3,359.42,1078.26
297,217,14,5,321.45,1607.25
298,566,25,3,282.0,846.0
299,246,478,1,204.41,204.41
300,228,515,5,335.28,1676.3999999999999
301,485,651,4,479.82,1919.28
302,90,141,2,76.4,152.8
303,1,298,5,421.19,2105.95
304,586,468,5,479.52,2397.6
305,682,761,2,46.71,93.42
306,290,140,1,13.77,13.77
307,96,134,4,55.47,221.88
308,722,146,4,227.51,910.04
309,584,379,3,471.41,1414.23
310,751,140,1,113.3,113.3
311,182,73,4,484.92,1939.68
312,527,714,5,278.25,1391.25
313,516,480,5,235.96,1179.8
314,706,481,3,250.48,751.4399999999999
315,533,580,4,28.59,114.36
316,719,557,4,211.31,845.24
317,668,350,2,242.2,484.4
318,622,291,4,87.9,351.6
319,250,733,2,23.74,47.48
320,377,100,5,127.26,636.3000000000001
321,360,264,3,36.52,109.56
322,203,556,2,16.64,33.28
323,163,453,5,457.65,2288.25
324,159,359,1,48.53,48.53
325,281,220,4,51.62,206.48
326,798,175,1,173.04,173.04
327,141,530,2,264.01,528.02
328,239,710,3,450.12,1350.3600000000001
329,301,237,3,132.66,397.98
330,427,487,1,245.49,245.49
331,760,275,3,252.41,757.23
332,470,101,5,391.4,1957.0
333,574,796,3,155.33,465.99
334,222,108,2,403.57,807.14
335,733,593,4,456.68,1826.72
336,672,13,2,109.48,218.96
337,753,99,3,108.08,324.24
338,656,733,5,105.64,528.2
339,256,319,2,397.7,795.4
340,795,31,4,251.49,1005.96
341,111,289,2,261.48,522.96
342,756,621,1,476.93,476.93
343,184,507,3,150.2,450.59999999999997
344,116,337,4,256.86,1027.44
345,420,382,3,260.93,782.79
346,73,666,1,259.77,259.77
347,679,271,5,95.58,477.9
348,90,621,2,402.7,805.4
349,763,662,5,120.53,602.65
350,189,2,5,41.29,206.45
351,232,94,5,51.85,259.25
352,622,653,3,416.23,1248.69
353,625,383,2,326.16,652.32
354,463,567,2,231.28,462.56
355,38,379,1,45.32,45.32
356,677,267,3,370.22,1110.66
357,32,723,5,293.22,1466.1000000000001
358,542,24,3,493.49,1480.47
359,62,24,4,485.04,1940.16
360,384,757,1,69.04,69.04
361,130,113,3,54.42,163.26
362,793,569,4,301.55,1206.2
363,492,166,3,383.76,1151.28
364,301,115,5,374.82,1874.1
365,572,362,1,69.38,69.38
366,632,244,1,314.1,314.1
367,593,62,4,33.56,134.24
368,3,176,5,273.91,1369.5500000000002
369,512,693,5,398.07,1990.35
370,353,49,3,437.88,1313.6399999999999
371,654,129,2,37.37,74.74
372,532,789,3,22.92,68.76
373,109,317,2,264.49,528.98
374,152,334,4,227.96,911.84
375,354,93,4,158.08,632.32
376,178,12,1,414.49,414.49
377,169,50,3,168.88,506.64
378,648,670,1,409.23,409.23
379,82,441,4,469.8,1879.2
380,668,326,1,127.99,127.99
381,375,212,2,158.28,316.56
382,263,589,2,291.61,583.22
383,253,532,3,248.88,746.64
384,42,380,5,443.62,2218.1
385,724,797,5,236.95,1184.75
386,534,345,4,206.93,827.72
387,263,183,1,311.19,311.19
388,500,346,2,115.36,230.72
389,647,103,5,187.94,939.7
390,506,52,5,60.1,300.5
391,482,773,3,135.16,405.48
392,235,484,2,392.6,785.2
393,210,277,5,243.34,1216.7
394,450,322,4,185.99,743.96
395,282,421,2,293.69,587.38
396,281,464,5,363.28,1816.3999999999999
397,375,265,5,241.27,1206.3500000000001
398,122,172,2,287.65,575.3
399,202,449,3,260.45,781.3499999999999
400,248,739,3,308.08,924.24
401,272,634,3,315.68,947.04
402,58,612,5,144.02,720.1
403,71,679,1,288.08,288.08
404,200,250,4,45.81,183.24
405,163,686,4,466.85,1867.4
406,775,73,1,95.15,95.15
407,607,54,4,315.21,1260.84
408,570,225,4,378.03,1512.12
409,542,342,4,270.18,1080.72
410,87,240,2,341.44,682.88
411,116,573,5,260.92,1304.6000000000001
412,72,172,1,486.95,486.95
413,744,572,4,216.81,867.24
414,684,573,5,285.28,1426.3999999999999
415,733,501,5,308.47,1542.3500000000001
416,83,343,5,58.25,291.25
417,188,301,4,355.44,1421.76
418,415,606,3,67.71,203.13
419,412,395,4,271.02,1084.08
420,183,56,3,19.46,58.38
421,668,638,5,15.45,77.25
422,360,22,1,181.98,181.98
423,331,768,2,430.46,860.92
424,22,537,4,498.97,1995.88
425,775,506,2,72.95,145.9
426,314,186,5,18.65,93.25
427,213,714,1,19.53,19.53
428,143,398,2,430.01,860.02
429,722,375,2,424.71,849.42
430,737,241,3,29.67,89.01
431,263,366,2,482.78,965.56
432,67,270,2,428.04,856.08
433,390,762,4,475.72,1902.88
434,703,719,3,453.58,1360.74
435,208,12,1,190.46,190.46
436,369,557,3,377.27,1131.81
437,69,349,4,73.61,294.44
438,255,610,5,299.03,1495.1499999999999
439,79,297,1,369.98,369.98
440,610,675,2,475.61,951.22
441,522,404,4,89.41,357.64
442,717,131,3,488.35,1465.0500000000002
443,183,778,4,388.54,1554.16
444,558,130,3,478.62,1435.8600000000001
445,524,277,5,297.61,1488.0500000000002
446,587,35,1,293.11,293.11
447,557,492,2,226.4,452.8
448,205,796,2,494.94,989.88
449,316,197,3,322.61,967.83
450,94,468,2,163.45,326.9
451,590,544,5,449.8,2249.0
452,762,289,3,111.61,334.83
453,425,475,3,358.67,1076.01
454,471,187,1,318.65,318.65
455,694,521,1,353.96,353.96
456,771,689,4,32.75,131.0
457,584,652,5,314.5,1572.5
458,278,48,5,289.55,1447.75
459,327,750,1,156.38,156.38
460,72,35,4,100.44,401.76
461,249,182,4,56.19,224.76
462,495,586,5,22.93,114.65
463,135,267,5,187.48,937.4
464,153,559,3,415.2,1245.6
465,278,16,1,200.92,200.92
466,732,690,2,97.31,194.62
467,748,315,4,294.7,1178.8
468,504,571,5,422.61,2113.05
469,346,472,4,291.24,1164.96
470,251,649,2,176.07,352.14
471,431,310,2,55.16,110.32
472,113,462,4,149.47,597.88
473,653,454,1,96.92,96.92
474,124,577,5,80.71,403.54999999999995
475,529,619,4,281.76,1127.04
476,728,545,2,499.25,998.5
477,743,642,4,83.86,335.44
478,213,643,4,150.37,601.48
479,399,774,5,340.35,1701.75
480,610,664,2,168.19,336.38
481,323,394,5,24.13,120.64999999999999
482,56,384,4,52.51,210.04
483,60,291,1,349.84,349.84
484,54,111,1,337.51,337.51
485,171,197,1,353.83,353.83
486,510,195,1,345.04,345.04
487,493,761,5,46.57,232.85
488,549,375,5,109.42,547.1
489,162,183,1,334.24,334.24
490,537,660,2,132.88,265.76
491,705,88,4,464.28,1857.12
492,215,416,4,467.19,1868.76
493,398,570,2,155.19,310.38
494,421,53,1,318.83,318.83
495,161,793,1,477.6,477.6
496,714,15,4,136.83,547.32
497,655,702,3,119.9,359.70000000000005
498,346,133,5,365.25,1826.25
499,175,319,5,276.41,1382.0500000000002
500,175,180,4,102.11,408.44
501,701,593,5,389.41,1947.0500000000002
502,606,337,4,263.59,1054.36
503,301,326,2,349.6,699.2
504,5,403,2,256.09,512.18
505,545,179,2,171.95,343.9
506,552,644,2,97.67,195.34
507,510,625,1,426.08,426.08
508,326,310,2,443.46,886.92
509,786,129,4,440.33,1761.32
510,602,607,3,194.12,582.36
511,707,425,3,332.92,998.76
512,330,613,1,235.59,235.59
513,165,616,4,30.34,121.36
514,559,102,4,217.38,869.52
515,359,226,2,75.51,151.02
516,264,700,4,120.38,481.52
517,83,548,5,182.65,913.25
518,299,406,3,318.28,954.8399999999999
519,82,610,5,227.04,1135.2
520,239,343,1,412.45,412.45
521,738,657,5,59.74,298.7
522,560,216,1,437.2,437.2
523,316,289,5,246.8,1234.0
524,411,419,5,51.93,259.65
525,313,389,5,292.22,1461.1000000000001
526,139,168,4,359.61,1438.44
527,54,447,1,265.11,265.11
528,578,763,5,149.46,747.3000000000001
529,758,334,2,67.04,134.08
530,88,297,2,40.85,81.7
531,661,719,1,129.97,129.97
532,107,485,1,18.47,18.47
533,287,761,3,283.9,851.6999999999999
534,296,775,5,239.44,1197.2
535,608,108,3,44.75,134.25
536,525,352,1,93.03,93.03
537,438,518,5,141.7,708.5
538,10,288,3,199.41,598.23
539,166,263,1,473.34,473.34
540,288,727,1,483.72,483.72
541,686,100,3,231.7,695.0999999999999
542,163,677,3,150.49,451.47
543,661,712,2,113.42,226.84
544,185,500,5,187.0,935.0
545,335,135,4,384.35,1537.4
546,719,790,4,216.79,867.16
547,507,748,4,396.74,1586.96
548,476,661,3,18.52,55.56
549,577,60,1,115.57,115.57
550,796,40,2,463.4,926.8
551,204,520,4,56.06,224.24
552,624,255,1,82.17,82.17
553,743,670,1,296.31,296.31
554,199,757,1,324.74,324.74
555,518,202,5,179.92,899.5999999999999
556,622,700,4,397.5,1590.0
557,138,266,5,253.79,1268.95
558,142,351,3,48.07,144.21
559,346,703,4,235.02,940.08
560,721,33,5,173.44,867.2
561,416,638,5,89.58,447.9
562,608,455,3,415.23,1245.69
563,498,424,5,240.57,1202.85
564,439,676,4,413.23,1652.92
565,122,512,4,245.77,983.08
566,787,112,4,147.82,591.28
567,305,334,2,77.76,155.52
568,463,503,5,482.78,2413.8999999999996
569,527,5,5,291.56,1457.8
570,669,172,4,268.29,1073.16
571,658,537,2,148.47,296.94
572,276,123,5,97.73,488.65000000000003
573,413,501,1,456.06,456.06
574,195,511,1,254.91,254.91
575,620,568,3,473.95,1421.85
576,562,193,3,50.53,151.59
577,126,71,1,25.4,25.4
578,720,140,4,397.51,1590.04
579,693,448,2,157.9,315.8
580,264,473,3,21.5,64.5
581,217,372,3,58.37,175.10999999999999
582,534,456,1,352.36,352.36
583,291,16,1,215.27,215.27
584,675,702,1,120.39,120.39
585,20,613,1,324.34,324.34
586,17,195,4,314.09,1256.36
587,578,647,4,279.65,1118.6
588,460,715,2,13.89,27.78
589,740,715,2,445.28,890.56
590,55,222,3,82.3,246.89999999999998
591,96,273,1,213.54,213.54
592,87,293,1,187.6,187.6
593,88,640,1,336.44,336.44
594,694,417,3,14.52,43.56
595,90,420,3,280.38,841.14
596,618,232,1,243.93,243.93
597,577,274,1,444.38,444.38
598,90,482,3,329.78,989.3399999999999
599,781,742,3,275.2,825.5999999999999
600,605,579,2,444.49,888.98
601,35,584,4,350.06,1400.24
602,38,681,2,333.68,667.36
603,10,164,3,157.65,472.95000000000005
604,233,276,4,326.03,1304.12
605,325,781,2,486.32,972.64
606,380,325,5,177.41,887.05
607,392,389,5,192.79,963.9499999999999
608,444,570,5,127.9,639.5
609,756,377,1,245.04,245.04
610,258,456,1,63.52,63.52
611,306,264,1,116.52,116.52
612,758,21,3,260.48,781.44
613,351,229,5,430.98,2154.9
614,522,549,1,388.16,388.16
615,741,117,1,69.25,69.25
616,790,759,2,464.92,929.84
617,221,753,4,366.81,1467.24
618,605,762,2,309.55,619.1
619,59,387,1,162.52,162.52
620,500,387,1,156.62,156.62
621,588,541,4,305.77,1223.08
622,146,190,5,260.14,1300.6999999999998
623,599,360,2,113.97,227.94
624,552,276,5,171.97,859.85
625,339,195,1,384.06,384.06
626,387,436,2,453.53,907.06
627,672,752,4,307.63,1230.52
628,707,541,4,193.47,773.88
629,15,486,3,248.56,745.6800000000001
630,335,545,2,319.61,639.22
631,245,389,4,375.45,1501.8
632,259,89,5,155.18,775.9000000000001
633,776,428,1,398.55,398.55
634,161,782,4,276.93,1107.72
635,499,312,3,238.3,714.9000000000001
636,90,40,3,201.63,604.89
637,584,582,2,181.12,362.24
638,737,107,1,147.52,147.52
639,661,689,4,58.22,232.88
640,215,434,1,225.33,225.33
641,378,602,3,451.82,1355.46
642,739,27,4,90.34,361.36
643,323,121,3,148.18,444.54
644,365,109,4,371.12,1484.48
645,111,457,5,70.33,351.65
646,105,620,3,369.68,1109.04
647,243,63,4,90.14,360.56
648,134,491,3,346.93,1040.79
649,17,69,1,250.04,250.04
650,662,586,5,375.08,1875.3999999999999
651,108,660,4,379.83,1519.32
652,85,378,5,264.93,1324.65
653,158,744,4,181.33,725.32
654,531,42,2,95.3,190.6
655,359,260,4,410.85,1643.4
656,19,176,4,341.44,1365.76
657,37,46,1,106.1,106.1
658,171,779,5,110.62,553.1
659,410,775,3,171.25,513.75
660,257,444,4,251.26,1005.04
661,592,27,2,496.49,992.98
662,329,387,3,24.14,72.42
663,556,416,4,386.72,1546.88
664,571,162,2,457.55,915.1
665,656,162,3,29.46,88.38
666,401,393,1,75.77,75.77
667,440,752,2,410.56,821.12
668,137,749,2,125.41,250.82
669,794,649,2,472.1,944.2
670,279,627,5,458.12,2290.6
671,791,739,4,464.7,1858.8
672,751,325,4,184.12,736.48
673,445,277,3,444.87,1334.6100000000001
674,126,58,3,475.78,1427.34
675,329,462,5,186.04,930.1999999999999
676,331,791,1,132.13,132.13
677,264,235,5,266.07,1330.35
678,470,783,4,77.39,309.56
679,186,485,4,210.03,840.12
680,41,175,1,113.3,113.3
681,306,698,5,396.23,1981.15
682,566,106,2,479.25,958.5
683,729,298,1,377.4,377.4
684,498,93,4,478.64,1914.56
685,331,385,4,428.26,1713.04
686,282,50,3,183.36,550.08
687,32,557,1,245.6,245.6
688,294,156,2,158.21,316.42
689,651,418,2,371.37,742.74
690,245,564,4,79.91,319.64
691,715,423,2,369.42,738.84
692,651,683,3,146.11,438.33000000000004
693,739,537,1,82.58,82.58
694,85,691,2,42.55,85.1
695,290,367,4,36.72,146.88
696,239,495,2,235.98,471.96
697,765,172,1,452.33,452.33
698,586,334,5,269.8,1349.0
699,51,616,4,200.6,802.4
700,470,321,5,386.44,1932.2
701,541,640,2,311.64,623.28
702,464,760,3,18.57,55.71
703,648,376,4,110.07,440.28
704,233,546,5,27.22,136.1
705,154,713,2,300.62,601.24
706,349,15,3,397.88,1193.6399999999999
707,405,659,3,375.58,1126.74
708,544,446,2,334.11,668.22
709,506,93,2,339.84,679.68
710,783,494,2,14.71,29.42
711,346,368,4,385.93,1543.72
712,473,493,1,179.29,179.29
713,468,387,5,216.21,1081.05
714,373,85,1,256.63,256.63
715,388,311,3,421.51,1264.53
716,393,399,5,115.2,576.0
717,511,744,3,190.16,570.48
718,447,670,2,412.84,825.68
719,91,546,1,321.41,321.41
720,533,743,4,63.99,255.96
721,252,650,4,194.22,776.88
722,761,679,5,53.17,265.85
723,685,727,1,267.32,267.32
724,9,677,4,279.73,1118.92
725,546,307,1,10.1,10.1
726,748,124,2,403.36,806.72
727,449,584,4,26.92,107.68
728,366,659,2,448.43,896.86
729,428,128,2,213.86,427.72
730,227,594,5,420.51,2102.55
731,85,163,3,404.08,1212.24
732,554,617,4,177.73,710.92
733,785,292,3,217.39,652.17
734,351,670,1,454.25,454.25
735,611,464,4,265.42,1061.68
736,184,341,4,64.01,256.04
737,320,714,2,484.15,968.3
738,558,413,2,192.76,385.52
739,775,790,5,329.25,1646.25
740,340,223,3,360.02,1080.06
741,164,87,3,33.63,100.89000000000001
742,645,315,5,280.95,1404.75
743,547,598,3,323.58,970.74
744,725,344,2,16.12,32.24
745,148,8,3,41.75,125.25
746,48,300,5,129.48,647.4
747,111,390,2,81.31,162.62
748,52,249,2,66.28,132.56
749,554,183,1,104.88,104.88
750,99,411,5,92.18,460.90000000000003
751,640,575,3,375.08,1125.24
752,455,386,1,54.34,54.34
753,566,276,3,413.17,1239.51
754,529,692,1,43.75,43.75
755,26,243,1,441.39,441.39
756,79,527,1,244.96,244.96
757,48,646,1,227.46,227.46
758,173,186,5,425.51,2127.55
759,150,571,3,71.47,214.41
760,119,267,5,101.96,509.79999999999995
761,692,433,2,261.4,522.8
762,256,700,5,341.73,1708.65
763,485,71,3,32.64,97.92
764,554,724,2,392.57,785.14
765,238,412,5,211.49,1057.45
766,323,55,1,213.15,213.15
767,459,697,3,216.39,649.17
768,733,296,5,309.56,1547.8
769,781,12,1,25.66,25.66
770,436,671,4,271.06,1084.24
771,295,29,3,420.08,1260.24
772,653,383,1,151.28,151.28
773,573,56,2,418.32,836.64
774,491,239,3,204.46,613.38
775,132,766,3,185.35,556.05
776,595,403,2,254.69,509.38
777,32,10,3,333.67,1001.01
778,582,699,5,18.64,93.2
779,637,476,1,90.84,90.84
780,79,714,2,484.2,968.4
781,207,747,1,169.81,169.81
782,33,113,2,422.78,845.56
783,46,683,5,55.82,279.1
784,589,722,1,18.25,18.25
785,109,588,2,301.33,602.66
786,645,640,4,78.59,314.36
787,694,56,5,163.8,819.0
788,453,745,4,20.05,80.2
789,591,695,2,242.4,484.8
790,347,608,1,380.89,380.89
791,375,345,2,100.35,200.7
792,747,715,3,187.14,561.42
793,475,756,4,86.67,346.68
794,145,644,5,22.9,114.5
795,575,316,3,186.41,559.23
796,673,391,1,254.51,254.51
797,722,626,3,78.7,236.10000000000002
798,714,481,2,162.22,324.44
799,757,467,3,393.29,1179.8700000000001
800,431,186,5,479.59,2397.95
